SKU#;Part#;Manufacturer name;MFG Part#;UPC;Weight(lb.);Avail;MSRP;M.A.P;Normal;Promotion;Short Description;Long Description;
9747591;MST-X47-00001-5YR-SCR;MICROSOFT CORP;X47-00001-5YR-SCR;null;3.73;2100641;;;$1,488.08;$1,488.08;Pro 10 Ultra5/8GB/256SSD TAA 5YR SCR bundle;Surface Pro 10 Ultra5/8GB/256SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
9188505;MST-X66-00001;MICROSOFT CORP;X66-00001;196388257034        ;3.3;8;$1,799.99;;$1,647.77;$1,521.77;Pro 10 I5/32/256 Platinum;Microsoft Surface Pro 10 Ultra5/32/256 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
14412493;MST-EP2-33230;MICROSOFT CORP;EP2-33230;196388546183        ;4.4;34;$1,999.99;;$1,834.52;$1,734.52;MST Surface Laptop 7 13.8in Intel CU5/32/512 CM Win11 Black;Microsoft Surface Laptop 7 13.8in Intel  CU5/32/512 CM SC English Win11 Black United States 1 License;
9746573;MST-XHM-00001-3YR-SCR;MICROSOFT CORP;XHM-00001-3YR-SCR;null;;2100725;;;$1,713.76;$1,713.76;Pro 10 Ultra7/16GB/256SSD TAA 3YR SCR bundle;Pro 10 Ultra7/16GB/256SSD TAA 3YR SCR bundle;
14565572;MST-EP2-20897-4YR-ADP-SCR;MICROSOFT CORP;EP2-20897-4YR-ADP-SCR;null;2.369;2100711;$2,516.61;;$1,717.75;$1,717.75;Pro 11 Ultra5/16GB/256SSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra5/16GB/256SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
9746574;MST-XHM-00001-4YR-SCR;MICROSOFT CORP;XHM-00001-4YR-SCR;null;;2100725;;;$1,752.12;$1,752.12;Pro 10 Ultra7/16GB/256SSD TAA 4YR SCR bundle;Pro 10 Ultra7/16GB/256SSD TAA 4YR SCR bundle;
14565573;MST-EP2-20897-5YR-ADP-SCR;MICROSOFT CORP;EP2-20897-5YR-ADP-SCR;null;2.369;2100711;$2,820.55;;$1,850.85;$1,850.85;Pro 11 Ultra5/16GB/256SSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra5/16GB/256SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
9746575;MST-XHM-00001-5YR-SCR;MICROSOFT CORP;XHM-00001-5YR-SCR;null;;2100725;;;$1,885.23;$1,885.23;Pro 10 Ultra7/16GB/256SSD TAA 5YR SCR bundle;Pro 10 Ultra7/16GB/256SSD TAA 5YR SCR bundle;
14565570;MST-EP2-20897-5YR-SCR;MICROSOFT CORP;EP2-20897-5YR-SCR;null;2.369;2100711;$2,720.55;;$1,747.99;$1,747.99;Pro 11 Ultra5/16GB/256SSD TAA 5YR SCR bundle;Surface Pro 11 Ultra5/16GB/256SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14412487;MST-EP2-33242;MICROSOFT CORP;EP2-33242;196388546305        ;4.8;386;$1,499.99;;$1,375.89;$1,300.89;MST Surface Laptop 7 13.8in Intel CU5/16/256 CM Win11 Platinum;Microsoft Surface Laptop 7 13.8in Intel  CU5/16/256 CM SC English Win11 Platinum United States 1 License;
9747592;MST-X47-00001-3YR-ADP-SCR;MICROSOFT CORP;X47-00001-3YR-ADP-SCR;null;3.73;2100650;;;$1,368.04;$1,368.04;Pro 10 Ultra5/8GB/256SSD TAA 3YR ADP SCR bundle;Surface Pro 10 Ultra5/8GB/256SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14565571;MST-EP2-20897-3YR-ADP-SCR;MICROSOFT CORP;EP2-20897-3YR-ADP-SCR;null;2.369;2100711;$2,122.29;;$1,627.95;$1,627.95;Pro 11 Ultra5/16GB/256SSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra5/16GB/256SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14412486;MST-EP2-33224;MICROSOFT CORP;EP2-33224;196388546121        ;4.894;2936;$1,499.99;;$1,373.14;$1,298.14;MST Surface Laptop 7 13.8in Intel CU5/16/256 CM Win11 Black;Microsoft Surface Laptop 7 13.8in Intel  CU5/16/256 CM SC English Win11 Black United States 1 License;
9747593;MST-X47-00001-4YR-ADP-SCR;MICROSOFT CORP;X47-00001-4YR-ADP-SCR;null;3.73;2100650;;;$1,457.84;$1,457.84;Pro 10 Ultra5/8GB/256SSD TAA 4YR ADP SCR bundle;Surface Pro 10 Ultra5/8GB/256SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
14565568;MST-EP2-20897-3YR-SCR;MICROSOFT CORP;EP2-20897-3YR-SCR;null;2.369;2100711;$2,072.29;;$1,576.52;$1,576.52;Pro 11 Ultra5/16GB/256SSD TAA 3YR SCR bundle;Surface Pro 11 Ultra5/16GB/256SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747594;MST-X47-00001-5YR-ADP-SCR;MICROSOFT CORP;X47-00001-5YR-ADP-SCR;null;3.73;2100650;;;$1,590.94;$1,590.94;Pro 10 Ultra5/8GB/256SSD TAA 5YR ADP SCR bundle;Surface Pro 10 Ultra5/8GB/256SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565569;MST-EP2-20897-4YR-SCR;MICROSOFT CORP;EP2-20897-4YR-SCR;null;2.369;2100711;$2,416.61;;$1,614.89;$1,614.89;Pro 11 Ultra5/16GB/256SSD TAA 4YR SCR bundle;Surface Pro 11 Ultra5/16GB/256SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14412484;MST-EP2-19863;MICROSOFT CORP;EP2-19863;196388442874        ;1.45;1073;$199.99;;$145.13;$145.13;Surface USB4 Dock CM SC EN/XD/ES US/Can/M;Microsoft  Surface USB4 Dock CM SC English,Canadian French,Spanish Black US/Canada/Mexico 1 License;
9188524;MST-ZDR-00001;MICROSOFT CORP;ZDR-00001;196388255979        ;3.3;1993;$1,199.99;;$1,098.51;$1,014.51;Pro 10 I5/8/256  Platinum;Microsoft Surface Pro 10 Ultra5/8/256 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
9747124;MST-X74-00001-5YR-ADP-SCR;MICROSOFT CORP;X74-00001-5YR-ADP-SCR;null;;2100730;;;$2,110.76;$2,110.76;Pro 10 Ultra5/32GB/256SSD TAA 5YR ADP SCR bundle;Surface Pro 10 Ultra5/32GB/256SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14563580;SNO-EP2-19298;MICROSOFT CORPORATION;EP2-19298;196388439973        ;4.5;94;$1,189.00;;$1,131.92;$799.00;CPO LAPTOP-7 X-PLUS/16/1,0TB/13IN SAPPHIRE;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-PLUS/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1,0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR SAPPHIRE;
9747120;MST-X74-00001-4YR-SCR;MICROSOFT CORP;X74-00001-4YR-SCR;null;;2100721;;;$1,874.80;$1,874.80;Pro 10 Ultra5/32GB/256SSD TAA 4YR SCR bundle;Surface Pro 10 Ultra5/32GB/256SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
9747121;MST-X74-00001-5YR-SCR;MICROSOFT CORP;X74-00001-5YR-SCR;null;;2100721;;;$2,007.90;$2,007.90;Pro 10 Ultra5/32GB/256SSD TAA 5YR SCR bundle;Pro 10 Ultra5/32GB/256SSD TAA 5YR SCR bundle;
9747122;MST-X74-00001-3YR-ADP-SCR;MICROSOFT CORP;X74-00001-3YR-ADP-SCR;null;;2100730;;;$1,887.86;$1,887.86;Pro 10 Ultra5/32GB/256SSD TAA 3YR ADP SCR bundle;Surface Pro 10 Ultra5/32GB/256SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
9747123;MST-X74-00001-4YR-ADP-SCR;MICROSOFT CORP;X74-00001-4YR-ADP-SCR;null;;2100730;;;$1,977.66;$1,977.66;Pro 10 Ultra5/32GB/256SSD TAA 4YR ADP SCR bundle;Surface Pro 10 Ultra5/32GB/256SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
4940896;MST-EYV-00009;MICROSOFT CORP;EYV-00009;889842203509        ;0.2;629;$99.99;;$72.60;$72.60;SURFACE PEN V4 SILVER;Microsoft Surface Pen Comm M1776 SC English,Canadian French,Spanish SILVER Commercial 1 License;
9747135;MST-Y5H-00001-3YR-SCR;MICROSOFT CORP;Y5H-00001-3YR-SCR;null;2.32;2100647;;;$1,967.49;$1,967.49;Pro 10 Ultra7/32GB/256SSD TAA 3YR SCR bundle;Surface Pro 10 Ultra7/32GB/256SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747129;MST-XGF-00001-5YR-ADP-SCR;MICROSOFT CORP;XGF-00001-5YR-ADP-SCR;null;0;2100642;;;$2,284.03;$2,284.03;Pro 10 Ultra5/32GB/512SSD TAA 5YR ADP SCR bundle;Surface Pro 10 Ultra5/32GB/512SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
9188540;MST-30M-00001;MICROSOFT CORP;30M-00001;196388338153        ;0.348;4;$399.99;;$262.91;$262.91;Microsoft Surface Pro 10 rSSD 1TB Worldwide 1 License Field Replacement Part;Microsoft Surface Pro 10 rSSD 1TB Worldwide 1 License Field Replacement Part;
9747108;MST-X86-00001-3YR-SCR;MICROSOFT CORP;X86-00001-3YR-SCR;null;2.32;2100641;;;$1,663.16;$1,663.16;Pro 10 Ultra5/16GB/512SSD TAA 3YR SCR bundle;Surface Pro 10 Ultra5/16GB/512SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747109;MST-X86-00001-4YR-SCR;MICROSOFT CORP;X86-00001-4YR-SCR;null;2.32;2100641;;;$1,701.52;$1,701.52;Pro 10 Ultra5/16GB/512SSD TAA 4YR SCR bundle;Surface Pro 10 Ultra5/16GB/512SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
9188542;MST-8X8-00141;MICROSOFT CORP;8X8-00141;196388356249        ;1;1741;$279.99;;$203.19;$203.19;Microsoft Surface Pro Keyboard w/Slim Pen Commercial Black;Microsoft Surface Pro Keyboard w/Slim Pen Commercial Black        Microsoft Surface Pro Keyboard w/Slim Pen Commercial Black;
9747110;MST-X86-00001-5YR-SCR;MICROSOFT CORP;X86-00001-5YR-SCR;null;2.32;2100641;;;$1,834.63;$1,834.63;Pro 10 Ultra5/16GB/512SSD TAA 5YR SCR bundle;Surface Pro 10 Ultra5/16GB/512SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
9188543;MST-ZLT-00026;MICROSOFT CORP;ZLT-00026;196388276226        ;5.7;93;$2,399.99;;$2,147.66;$1,979.66;MST Surface Laptop 6 15inI7/32/512 Platinum;Microsoft Surface Laptop 6 15in Ultra7/32/512 CM SC English Platinum US/Canada 1 License;
9747111;MST-X86-00001-3YR-ADP-SCR;MICROSOFT CORP;X86-00001-3YR-ADP-SCR;null;2.32;2100650;;;$1,714.59;$1,714.59;Pro 10Ultra5/16GB/512SSD TAA 3YR ADP SCR bundle;Surface Pro 10 Ultra5/16GB/512SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14565610;MST-EP2-20903-5YR-ADP-SCR;MICROSOFT CORP;EP2-20903-5YR-ADP-SCR;null;2.369;2100734;$3,220.55;;$2,157.24;$2,157.24;Pro 11 Ultra7/16GB/512SSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra7/16GB/512SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565608;MST-EP2-20903-3YR-ADP-SCR;MICROSOFT CORP;EP2-20903-3YR-ADP-SCR;null;2.369;2100734;$2,522.29;;$1,934.34;$1,934.34;Pro 11 Ultra7/16GB/512SSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra7/16GB/512SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14565609;MST-EP2-20903-4YR-ADP-SCR;MICROSOFT CORP;EP2-20903-4YR-ADP-SCR;null;2.369;2100734;$2,916.61;;$2,024.14;$2,024.14;Pro 11 Ultra7/16GB/512SSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra7/16GB/512SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
5533283;MST-LPN-00001;MICROSOFT CORP;LPN-00001;889842412123        ;0.25;74;$149.99;;$115.88;$115.88;SURFACE HUB 2 PEN;Microsoft Surface Hub 2 Pen EN/XD/XX de US/Canada 1 License;
14565606;MST-EP2-20903-4YR-SCR;MICROSOFT CORP;EP2-20903-4YR-SCR;null;2.369;2100725;$2,816.61;;$1,921.28;$1,921.28;Pro 11 Ultra7/16GB/512SSD TAA 4YR SCR bundle;Surface Pro 11 Ultra7/16GB/512SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14565607;MST-EP2-20903-5YR-SCR;MICROSOFT CORP;EP2-20903-5YR-SCR;null;2.369;2100725;$3,120.55;;$2,054.38;$2,054.38;Pro 11 Ultra7/16GB/512SSD TAA 5YR SCR bundle;Surface Pro 11 Ultra7/16GB/512SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14412514;MST-EP2-33249;MICROSOFT CORP;EP2-33249;196388546374        ;4.8;690;$2,199.99;;$1,972.62;$1,862.62;MST Surface Laptop 7 13.8in Intel CU7/32/512 CM Win11 Platinum;Microsoft Surface Laptop 7 13.8in Intel  CU7/32/512 CM SC English Win11 Platinum United States 1 License;
9188533;MST-ZPX-00026;MICROSOFT CORP;ZPX-00026;196388268962        ;4.9;2;$1,599.99;;$1,464.69;$1,352.69;MST Surface Laptop 6 13inI5/16/512 Platinum;Microsoft Surface Laptop 6 13in Ultra5/16/512 CM SC English Platinum US/Canada 1 License;
14412513;MST-EP2-33231;MICROSOFT CORP;EP2-33231;196388546190        ;4.894;60;$2,199.99;;$1,972.62;$1,862.62;MST Surface Laptop 7 13.8in Intel CU7/32/512 CM Win11 Black;Microsoft Surface Laptop 7 13.8in Intel  CU7/32/512 CM SC English Win11 Black United States 1 License;
14565605;MST-EP2-20903-3YR-SCR;MICROSOFT CORP;EP2-20903-3YR-SCR;null;2.369;2100725;$2,472.29;;$1,882.91;$1,882.91;Pro 11 Ultra7/16GB/512SSD TAA 3YR SCR bundle;Surface Pro 11 Ultra7/16GB/512SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747119;MST-X74-00001-3YR-SCR;MICROSOFT CORP;X74-00001-3YR-SCR;null;;2100721;;;$1,836.43;$1,836.43;Pro 10 Ultra5/32GB/256SSD TAA 3YR SCR bundle;Surface Pro 10 Ultra5/32GB/256SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747112;MST-X86-00001-4YR-ADP-SCR;MICROSOFT CORP;X86-00001-4YR-ADP-SCR;null;2.32;2100650;;;$1,804.38;$1,804.38;Pro 10 Ultra5/16GB/512SSD TAA 4YR ADP SCR bundle;Surface Pro 10 Ultra5/16GB/512SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
9747113;MST-X86-00001-5YR-ADP-SCR;MICROSOFT CORP;X86-00001-5YR-ADP-SCR;null;2.32;2100650;;;$1,937.49;$1,937.49;Pro 10 Ultra5/16GB/512SSD TAA 5YR ADP SCR bundle;Surface Pro 10 Ultra5/16GB/512SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
9188531;MST-ZJZ-00001;MICROSOFT CORP;ZJZ-00001;196388273799        ;4.7;961;$2,199.99;;$1,968.69;$1,814.69;MST Surface Laptop 6 13inI7/32/512 Black;Microsoft Surface Laptop 6 13in Ultra7/32/512 CM SC English Black US/Canada 1 License;
14565534;MST-EP2-20884-5YR-ADP-SCR;MICROSOFT CORP;EP2-20884-5YR-ADP-SCR;null;2.369;2100734;$3,820.55;;$2,664.71;$2,664.71;Pro 11 Ultra7/32GB/1TBSSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/1TBSSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565532;MST-EP2-20884-3YR-ADP-SCR;MICROSOFT CORP;EP2-20884-3YR-ADP-SCR;null;2.369;2100734;$3,122.29;;$2,441.81;$2,441.81;Pro 11 Ultra7/32GB/1TBSSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/1TBSSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14565533;MST-EP2-20884-4YR-ADP-SCR;MICROSOFT CORP;EP2-20884-4YR-ADP-SCR;null;2.369;2100734;$3,516.61;;$2,531.61;$2,531.61;Pro 11 Ultra7/32GB/1TBSSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra7/32GB/1TBSSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
11931890;MST-NWG-00001;MICROSOFT CORP;NWG-00001;889842446210        ;0.1;6;$89.99;;$65.34;$65.34;80PK SURFACE PENTIP M1776COM SC EN XD ES;80PK SURFACE PENTIP M1776COM SC EN XD ES;
14565530;MST-EP2-20884-4YR-SCR;MICROSOFT CORP;EP2-20884-4YR-SCR;null;2.369;2100725;$3,416.61;;$2,428.75;$2,428.75;Pro 11 Ultra7/32GB/1TBSSD TAA 4YR SCR bundle;Surface Pro 11 Ultra7/32GB/1TBSSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14565531;MST-EP2-20884-5YR-SCR;MICROSOFT CORP;EP2-20884-5YR-SCR;null;2.369;2100725;$3,720.55;;$2,561.85;$2,561.85;Pro 11 Ultra7/32GB/1TBSSD TAA 5YR SCR bundle;Surface Pro 11 Ultra7/32GB/1TBSSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14565529;MST-EP2-20884-3YR-SCR;MICROSOFT CORP;EP2-20884-3YR-SCR;null;2.369;2100725;$3,072.29;;$2,390.38;$2,390.38;Pro 11 Ultra7/32GB/1TBSSD TAA 3YR SCR bundle;Surface Pro 11 Ultra7/32GB/1TBSSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
14343825;MSF-EP2-25205;MICROSOFT;EP2-25205;196388487288        ;0.2;1;;;$1,348.79;$1,348.79;Windows Svr Std 2025 64Bit English 1pk DSP OEI DVD 24 Core;Windows Svr Std 2025 64Bit English 1pk DSP OEI DVD 24 Core;
9188544;MST-ZLP-00001;MICROSOFT CORP;ZLP-00001;196388270644        ;5.67;1;$1,899.99;;$1,700.23;$1,567.23;MST Surface Laptop 6 15inI7/16/256 Black;Microsoft Surface Laptop 6 15in Ultra7/16/256 CM SC English Black US/Canada 1 License;
9188545;MST-8XB-00162;MICROSOFT CORP;8XB-00162;196388356669        ;1.5;170;$179.99;;$130.62;$130.62;Microsoft Surface Pro Keyboard w/PenStor Commercial Black Large;Microsoft Surface Pro Keyboard w/PenStor Commercial Black Large;
14565520;MST-EP2-20883-5YR-ADP-SCR;MICROSOFT CORP;EP2-20883-5YR-ADP-SCR;null;2.369;2100734;$3,420.55;;$2,326.40;$2,326.40;Pro 11 Ultra7/16GB/1TBSSD TAA 5YR ADP SCR bundle;Surface Pro 11 Ultra7/16GB/1TBSSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14343829;MSF-EP2-25187;MICROSOFT;EP2-25187;196388487103        ;0.15;52;;;$901.91;$901.91;Windows Svr Std 2025 64Bit English 1pk DSP OEI DVD 16 Core;Windows Svr Std 2025 64Bit English 1pk DSP OEI DVD 16 Core;
9188547;MST-X93-00001;MICROSOFT CORP;X93-00001;196388257201        ;3.3;36;$1,999.99;;$1,830.86;$1,690.86;Pro 10 I5/32/512 Platinum;Microsoft Surface Pro 10 Ultra5/32/512 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
14565518;MST-EP2-20883-3YR-ADP-SCR;MICROSOFT CORP;EP2-20883-3YR-ADP-SCR;null;2.369;2100734;$2,722.29;;$2,103.50;$2,103.50;Pro 11 Ultra7/16GB/1TBSSD TAA 3YR ADP SCR bundle;Surface Pro 11 Ultra7/16GB/1TBSSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
9747140;MST-Y5H-00001-5YR-ADP-SCR;MICROSOFT CORP;Y5H-00001-5YR-ADP-SCR;null;2.32;2100656;;;$2,241.82;$2,241.82;Pro 10 Ultra7/32GB/256SSD TAA 5YR ADP SCR bundle;Surface Pro 10 Ultra7/32GB/256SSD TAA Platinum with 5YR ADP ITG warranty and Smart Card Reader integration;
14565519;MST-EP2-20883-4YR-ADP-SCR;MICROSOFT CORP;EP2-20883-4YR-ADP-SCR;null;2.369;2100734;$3,116.61;;$2,193.30;$2,193.30;Pro 11 Ultra7/16GB/1TBSSD TAA 4YR ADP SCR bundle;Surface Pro 11 Ultra7/16GB/1TBSSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
14565516;MST-EP2-20883-4YR-SCR;MICROSOFT CORP;EP2-20883-4YR-SCR;null;2.369;2100725;$3,016.61;;$2,090.44;$2,090.44;Pro 11 Ultra7/16GB/1TBSSD TAA 4YR SCR bundle;Surface Pro 11 Ultra7/16GB/1TBSSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14343816;MSF-EP2-25279;MICROSOFT;EP2-25279;196388488025        ;0.201;19;;;$226.40;$226.40;Windows Server CAL 2025 English 1pk DSP OEI 5 Clt User CAL;Windows Server CAL 2025 English 1pk DSP OEI 5 Clt User CAL;
6500401;MST-HAV-00162;MICROSOFT RETAIL;HAV-00162;889842966169        ;0.2;58;$199.99;;$181.94;$181.94;Win Pro FPP 11 64-bit English USB;Microsoft Win Pro FPP 11 64-bit English 1 License USB Flash Drive Price Dif;
9188574;MST-50B-00001;MICROSOFT CORP;50B-00001;196388355181        ;0.5;7;$42.99;;$38.10;$38.10;Microsoft Surface Pro 10 Chrge Port LCD WW;Microsoft Surface Pro 10 Chrge Port LCD WW;
14565517;MST-EP2-20883-5YR-SCR;MICROSOFT CORP;EP2-20883-5YR-SCR;null;2.369;2100725;$3,320.55;;$2,223.54;$2,223.54;Pro 11 Ultra7/16GB/1TBSSD TAA 5YR SCR bundle;Surface Pro 11 Ultra7/16GB/1TBSSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14343817;MSF-EP2-25261;MICROSOFT;EP2-25261;196388487844        ;0.05;12;;;$48.64;$48.64;Windows Server CAL 2025 English 1pk DSP OEI 1 Clt User CAL;Windows Server CAL 2025 English 1pk DSP OEI 1 Clt User CAL;
9188575;MST-8X8-00164;MICROSOFT CORP;8X8-00164;196388358144        ;0.95;493;$279.99;;$203.19;$203.19;Microsoft Surface Pro Keyboard w/slim pen platinum commercial 1 license;Microsoft Surface Pro Keyboard w/slim pen platinum commercial 1 license;
9747143;MST-XGF-00001-3YR-SCR;MICROSOFT CORP;XGF-00001-3YR-SCR;null;0;2100641;;;$2,009.71;$2,009.71;Pro 10 Ultra5/32GB/512SSD TAA 3YR SCR bundle;Surface Pro 10 Ultra5/32GB/512SSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747136;MST-Y5H-00001-4YR-SCR;MICROSOFT CORP;Y5H-00001-4YR-SCR;null;2.32;2100647;;;$2,005.86;$2,005.86;Pro 10 Ultra7/32GB/256SSD TAA 4YR SCR bundle;Surface Pro 10 Ultra7/32GB/256SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
14565515;MST-EP2-20883-3YR-SCR;MICROSOFT CORP;EP2-20883-3YR-SCR;null;2.369;2100725;$2,672.29;;$2,052.07;$2,052.07;Pro 11 Ultra7/16GB/1TBSSD TAA 3YR SCR bundle;Surface Pro 11 Ultra7/16GB/1TBSSD TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9747137;MST-Y5H-00001-5YR-SCR;MICROSOFT CORP;Y5H-00001-5YR-SCR;null;2.32;2100647;;;$2,138.96;$2,138.96;Pro 10 Ultra7/32GB/256SSD TAA 5YR SCR bundle;Surface Pro 10 Ultra7/32GB/256SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
9188570;MST-ZPX-00001;MICROSOFT CORP;ZPX-00001;196388268726        ;4.65;2205;$1,599.99;;$1,464.69;$1,352.69;MST Surface Laptop 6 13inI5/16/512 Black;Microsoft Surface Laptop 6 13in Ultra5/16/512 CM SC English Black US/Canada 1 License;
9747138;MST-Y5H-00001-3YR-ADP-SCR;MICROSOFT CORP;Y5H-00001-3YR-ADP-SCR;null;2.32;2100656;;;$2,018.92;$2,018.92;Pro 10 Ultra7/32GB/256SSD TAA 3YR ADP SCR bundle;Surface Pro 10 Ultra7/32GB/256SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
14343821;MSF-EP2-25149;MICROSOFT;EP2-25149;196388486724        ;0.1;2;;;$5,000.43;$5,000.43;Windows Svr Datacntr 2025 64Bit English 1pk DSP OEI DVD 16 Core;Windows Svr Datacntr 2025 64Bit English 1pk DSP OEI DVD 16 Core;
9747139;MST-Y5H-00001-4YR-ADP-SCR;MICROSOFT CORP;Y5H-00001-4YR-ADP-SCR;null;2.32;2100656;;;$2,108.72;$2,108.72;Pro 10 Ultra7/32GB/256SSD TAA 4YR ADP SCR bundle;Surface Pro 10 Ultra7/32GB/256SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
9747144;MST-XGF-00001-4YR-SCR;MICROSOFT CORP;XGF-00001-4YR-SCR;null;0;2100641;;;$2,048.07;$2,048.07;Pro 10 Ultra5/32GB/512SSD TAA 4YR SCR bundle;Surface Pro 10 Ultra5/32GB/512SSD TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
9747145;MST-XGF-00001-5YR-SCR;MICROSOFT CORP;XGF-00001-5YR-SCR;null;0;2100641;;;$2,181.17;$2,181.17;Pro 10 Ultra5/32GB/512SSD TAA 5YR SCR bundle;Surface Pro 10 Ultra5/32GB/512SSD TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
14161542;MST-EP2-04165;MICROSOFT CORP;EP2-04165;196388386369        ;1.7;131;$149.99;;$108.90;$108.90;Microsoft Surface Keyboard Full Size Copilot button - Grey;Microsoft Surface Keyboard Full Size Copilot button - Grey;
9747146;MST-XGF-00001-3YR-ADP-SCR;MICROSOFT CORP;XGF-00001-3YR-ADP-SCR;null;0;2100642;;;$2,061.14;$2,061.14;Pro 10 Ultra5/32GB/512SSD TAA 3YR ADP SCR bundle;Surface Pro 10 Ultra5/32GB/512SSD TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
6796856;MST-R1T-00024;MICROSOFT CORP;R1T-00024;196388020249        ;4.75;15;$1,399.99;;$1,281.60;$1,211.60;MST Surface Laptop 5 13in i5/8/512 Win11 Black;Microsoft Surface Laptop 5 Commercial - Intel Core i5 1245U 10-Core 4.4GHz - 13.5Inch 10-Point Multi-Touch 2256 x 1504 - LPDDR5X 8GB - 512GB  - Intel Iris Xe - Power Supply - 720p - Intel AX201 11ax IEEE 802.11 ax, Bluetooth 5.1 - Black - English - English - Microsoft Windows 11 Professional;
9747147;MST-XGF-00001-4YR-ADP-SCR;MICROSOFT CORP;XGF-00001-4YR-ADP-SCR;null;0;2100642;;;$2,150.93;$2,150.93;Pro 10 Ultra5/32GB/512SSD TAA 4YR ADP SCR bundle;Surface Pro 10 Ultra5/32GB/512SSD TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
