SKU#;Part#;Manufacturer name;MFG Part#;UPC;Weight(lb.);Avail;MSRP;M.A.P;Normal;Promotion;Short Description;Long Description;
14343146;SNO-ZXZ-00009;MICROSOFT CORPORATION;ZXZ-00009;196388286560        ;4.5;164;$1,359.00;;$1,279.52;$899.00;CPO LAPTOP-7 X-ELITE/16/1.0TB/13IN BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1.0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR BLACK;
14343147;SNO-ZXZ-00013;MICROSOFT CORPORATION;ZXZ-00013;196388286805        ;4.4;33;$1,359.00;;$1,279.52;$899.00;CPO LAPTOP-7 X-ELITE/16/1.0TB/13IN PLATINUM;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1.0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR PLATINUM;
14343144;SNO-ZXZ-00001;MICROSOFT CORPORATION;ZXZ-00001;196388285884        ;4.4;43;$1,359.00;;$1,279.52;$899.00;CPO LAPTOP-7 X-ELITE/16/1.0TB/13IN DUNE;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1.0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR DUNE;
14343145;SNO-ZXZ-00005;MICROSOFT CORPORATION;ZXZ-00005;196388286126        ;4.5;67;$1,359.00;;$1,279.52;$899.00;CPO LAPTOP-7 X-ELITE/16/1.0TB/13IN SAPPHIRE;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1.0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR SAPPHIRE;
14343150;SNO-ZYP-00001;MICROSOFT CORPORATION;ZYP-00001;196388286607        ;5.45;169;$1,279.00;;$1,217.12;$859.00;CPO LAPTOP-7 X-ELITE/16/512/15IN BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 512GB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 15.0IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR BLACK;
14343139;SNO-EP2-06083;MICROSOFT CORPORATION;EP2-06083;196388403226        ;4.45;162;$1,189.00;;$1,131.92;$799.00;CPO LAPTOP-7 X-PLUS/16/1,0TB/13IN BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-PLUS/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 1,0TB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR BLACK;
14343142;SNO-ZSX-00009;MICROSOFT CORPORATION;ZSX-00009;196388286485        ;4.5;86;$1,189.00;;$1,131.92;$799.00;CPO LAPTOP-7 X-ELITE/16/512/13IN BLACK;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 512GB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR BLACK;
14343140;SNO-ZSX-00001;MICROSOFT CORPORATION;ZSX-00001;196388285846        ;4.5;32;$1,189.00;;$1,131.92;$799.00;CPO LAPTOP-7 X-ELITE/16/512/13IN DUNE;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 512GB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR DUNE;
14343141;SNO-ZSX-00005;MICROSOFT CORPORATION;ZSX-00005;196388286089        ;4.4;2;$1,189.00;;$1,131.92;$799.00;CPO LAPTOP-7 X-ELITE/16/512/13IN SAPPHIRE;MANUFACTURER RENEWED MICROSOFT SURFACE LAPTOP-7 RETAIL SNAPDRAGON X-ELITE/GPU QUALCOMM HEXAGON/NPU 16GB/LPDDR5X RAM 512GB/REMOVABLE-SSD WI-FI-7+BT WEBCAM QUALCOMM ADRENO/GPU 13.8IN PIXELSENSE/TOUCH W11H 2.96LBS 1YR SAPPHIRE;
6349600;MST-I8X-00001;MICROSOFT CORP;I8X-00001;889842876482        ;0.1;5;$14.99;;$13.21;$13.21;Srfc Adaptive Kit Comm;Surface Adaptive Kit Commerical;
9778645;MST-EP2-17627;MICROSOFT CORP;EP2-17627;196388433353        ;3.799;123;$2,549.99;$2,549.99;$2,284.22;$2,156.72;TAA Pro10 5G Ultra7/32/512 Platinum;Microsoft Surface Pro10 5G 13in Ultra7/32/512 TAA Win11 Platinum;
14520732;MST-EP2-20899;MICROSOFT CORP;EP2-20899;196388452293        ;1.819;159;$1,649.99;;$1,512.00;$1,429.50;TAA Pro 11 13in Intel CU5/16/512 TAA SC Platinum;Microsoft TAA Pro 11 13in Intel CU5/16/512 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Government TAA;
9646545;MST-ZXY-00038;MICROSOFT CORP;ZXY-00038;196388282203        ;4.4;1;$1,699.99;;$1,471.73;$1,386.73;MST Surface Laptop 7 13in Elite/16/1TB  Black (Qualcomm/Snapdragon);MST Surface Laptop 7 13in Elite/16/1TB  Black (Qualcomm/Snapdragon);
14520734;MST-EP2-20902;MICROSOFT CORP;EP2-20902;196388452323        ;1.819;5;$1,949.99;;$1,746.75;$1,649.25;TAA Pro 11 13in Intel CU7/16/512 TAA SC Black;Microsoft TAA Pro 11 13in Intel CU7/16/512 CM TAA SC English,Canadian French,Spanish Black United States Government 1 License US Government TAA;
14498712;MST-EP2-25665;MICROSOFT CORP;EP2-25665;196388489961        ;5.88;53;$2,749.99;;$2,463.38;$2,325.88;TAA MST Surface Laptop 7 15in Intel CU7/32/1T SC Win11 Black SCR;Microsoft TAA MST Surface Laptop 7 15in Intel CU7/32/1T CM SC English Win11 Black United States Government 1 License US Government TAA w/ SCR;
7679795;MST-VXV-00001;MICROSOFT CORP;VXV-00001;196388131617        ;62;101;$9,499.99;;$8,656.59;$8,561.59;MICROSOFT SURFACE HUB 3 50" COMMERICAL;MICROSOFT SURFACE HUB 3 50Inch COMMERICAL;
9778643;MST-EP2-14737;MICROSOFT CORP;EP2-14737;196388430772        ;3.3;1491;$1,799.99;$1,799.99;$1,649.45;$1,559.45;Pro10 5G Ultra5/16/256 Platinum;Microsoft Surface Pro10 5G 13in Ultra5/16/256 Win11 Platinum;
7679794;MST-VY7-00001;MICROSOFT CORP;VY7-00001;196388132102        ;200;61;$22,999.99;;$21,147.53;$20,917.53;MICROSOFT SURFACE HUB 3 85 IN COMMERCIAL;MICROSOFT SURFACE HUB 3 85Inch COMMERCIAL;
9778642;MST-EP2-14797;MICROSOFT CORP;EP2-14797;196388431243        ;3.34;1048;$1,999.99;$1,999.99;$1,791.54;$1,691.54;Pro10 5G Ultra7/16/256 Platinum;Microsoft Surface Pro10 5G 13in Ultra7/16/256 Win11 Platinum;
9646557;MST-ZGX-00038;MICROSOFT CORP;ZGX-00038;196388281480        ;4.4;187;$1,299.99;;$1,192.43;$1,127.43;MST Surface Laptop 7 13in Plus/16/512 Black (Qualcomm/Snapdragon);MST Surface Laptop 7 13in Plus/16/512 Black (Qualcomm/Snapdragon);
14498706;MST-EP2-23552;MICROSOFT CORP;EP2-23552;196388477609        ;5.88;6;$2,499.99;;$2,239.43;$2,114.43;TAA MST Surface Laptop 7 15in Intel CU7/32/512CM Win11 Black w/ SCR;Microsoft TAA Surface Laptop 7 15in Intel CU7/32/512 CM w/SCR SC English Win11 Black United States 1 License Category = Computers and Portables/AI PC/Intel Core Ultra 7;
14520713;MST-EP2-20882;MICROSOFT CORP;EP2-20882;196388452125        ;1.819;192;$2,049.99;;$1,878.55;$1,776.05;TAA Pro 11 13in Intel CU5/32/512 TAA SC Platinum;Microsoft TAA Pro 11 13in Intel CU5/32/512 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Government TAA;
9646534;MST-ZGX-00001;MICROSOFT CORP;ZGX-00001;196388277971        ;4.4;20;$1,299.99;;$1,192.43;$1,127.43;MST Surface Laptop 7 13in Plus/16/512 Platinum (Qualcomm/Snapdragon);Microsoft Surface Laptop 7 13in Plus/16/512 Win11 SC English US/Canada Comm Platinum;
14213504;MST-EP2-17627-3YR-ADP-SCR;MICROSOFT CORP;EP2-17627-3YR-ADP-SCR;null;4.299;2088710;$3,122.89;;$2,442.43;$2,442.43;MST Surface Pro 10 5G Ultra7/32/512 Platinum TAA 3YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/32/512 Platinum TAA SCR bundle with 3YR ADP ITG warranty and Smart Card Reader Integration;
9646539;MST-ZHR-00001;MICROSOFT CORP;ZHR-00001;196388282685        ;5.45;87;$2,199.99;;$1,904.60;$1,794.60;MST Surface Laptop 7 15in Elite/32/1TB Black (Qualcomm/Snapdragon);MST Surface Laptop 7 15in Elite/32/1TB Black (Qualcomm/Snapdragon);
14213505;MST-EP2-17627-4YR-ADP-SCR;MICROSOFT CORP;EP2-17627-4YR-ADP-SCR;null;4.299;2088710;$3,516.61;;$2,531.61;$2,531.61;MST Surface Pro 10 5G Ultra7/32/512 Platinum TAA 4YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/32/512 Platinum TAA SCR bundle with 4YR ADP ITG warranty and Smart Card Reader Integration;
14213506;MST-EP2-17627-5YR-ADP-SCR;MICROSOFT CORP;EP2-17627-5YR-ADP-SCR;null;4.299;2088710;$3,820.55;;$2,664.71;$2,664.71;MST Surface Pro 10 5G Ultra7/32/512 Platinum TAA 5YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/32/512 Platinum TAA SCR bundle with 5YR ADP ITG warranty and Smart Card Reader Integration;
7679791;MST-XKS-00001;MICROSOFT CORP;XKS-00001;196388152971        ;4;1433;$1,259.99;;$1,154.62;$965.62;MST Surface Laptop Go3 i5/16/256 W11 Platinum;Microsoft Surface Laptop Go 3 Commercial - Intel Core i5 1235U 2.4GHz 10-Core 4.4GHz - 12.4Inch 10-Point Multi-Touch 1536 x 1024 - LPDDR4X 16GB - 256GB SSD - Intel Iris Xe - Power Supply 39Watt - Camera - IEEE 802.11 ax, Bluetooth 5.1 - Platinum - English - Microsoft Windows 11 Professional;
9778639;MST-EP2-14821;MICROSOFT CORP;EP2-14821;196388431465        ;3.3;21;$2,499.99;$2,499.99;$2,239.43;$2,114.43;Pro10 5G Ultra7/32/512 Platinum;Microsoft Surface Pro10 5G 13in Ultra7/32/512 Win11 Platinum;
14520710;MST-EP2-20878;MICROSOFT CORP;EP2-20878;196388452088        ;1.819;5;$2,149.99;;$1,925.91;$1,818.41;TAA Pro 11 13in Intel CU7/32/256 TAA SC Platinum;Microsoft TAA Pro 11 13in Intel CU7/32/256 CM TAA SC English,Canadian French,Spanish Platinum United States Government 1 License US Government TAA;
9778633;MST-ZFB-00001;MICROSOFT CORP;ZFB-00001;196388324064        ;3.35;252;$1,899.99;$1,899.99;$1,701.97;$1,701.97;Pro 11 5G Elite/16/512 Platinum (Qualcomm/Snapdragon);Microsoft Surface Pro11 5G 13in Elite/16/512 Win11 Platinum;
9778632;MST-EP2-17624;MICROSOFT CORP;EP2-17624;196388433322        ;3.8;101;$1,849.99;$1,849.99;$1,695.27;$1,602.77;TAA Pro10 5G Ultra5/16/256 Platinum;Microsoft Surface Pro10 5G 13in Ultra5/16/256 TAA Win11 Platinum;
9646578;MST-ZHP-00001;MICROSOFT CORP;ZHP-00001;196388278695        ;5.4;56;$1,399.99;;$1,313.02;$1,243.02;MST Surface Laptop 7 15in Elite/16/256 Platinum (Qualcomm/Snapdragon);Microsoft Surface Laptop 7 15in Elite/16/256 Win11 English US/Canada Comm Platinum;
9752560;MST-Y8A-00001-4YR-ADP-SCR;MICROSOFT CORP;Y8A-00001-4YR-ADP-SCR;null;2.32;2100650;;;$2,785.34;$2,785.34;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 4YR ADP ITG warranty and Smart Card Reader integration;
7679761;MST-VYB-00001;MICROSOFT CORP;VYB-00001;196388132560        ;277;58;$23,099.99;;$21,239.48;$21,008.48;MICROSOFT SURFACE HUB 3 85 IN TAA;MICROSOFT SURFACE HUB 3 85Inch TAA;
9646587;MST-ZRA-00023;MICROSOFT CORP;ZRA-00023;196388355372        ;1.5;13;$399.99;;$290.43;$290.43;MST Surface Pro Flex Keyboard Bold Black;Microsoft Surface Pro Flex Keyboard Bold English US/Canada Comm Black;
6797070;MST-S8N-00018;MICROSOFT CORP;S8N-00018;196388076116        ;3.6;1;$2,049.99;;$1,834.46;$1,731.96;Pro 9 i7/16/512 GRAPHITE;Microsoft Surface Pro 9 Commercial - Intel Core i7 1265U 10-Core 4.8GHz - 13Inch 10-Point Multi-Touch 2880 x 1920 - LPDDR5 16GB - 512GB - Intel Iris Xe - Power Supply IEEE 802.11 ax, Wi-Fi, Bluetooth - Graphite -SC ENGLISH US/CANADA HARDWARE - Microsoft Windows 10 Professional;
7679772;MST-XK3-00001;MICROSOFT CORP;XK3-00001;196388154449        ;3.9;14;$1,049.99;;$983.80;$826.30;MST Surface Laptop Go 3 i5/8/256 W11 Platinum;Microsoft Surface Laptop Go 3 Commercial - Intel Core i5 1235U 2.4GHz 10-Core 4.4GHz - 12.4Inch 10-Point Multi-Touch 1536 x 1024 - LPDDR4X 8GB - 256GB SSD - Intel Iris Xe - Power Supply 39Watt - Camera - IEEE 802.11 ax, Bluetooth 5.1 - Platinum - English - Microsoft Windows 11 Professional;
9646585;MST-Y8U-00001;MICROSOFT CORP;Y8U-00001;196388335985        ;1.15;248;$499.98;;$363.03;$363.03;MST Surface Pro Flex Keyboard w/SlimPen Black;Surface Pro Flex Keyboard with Slim Pen - Keyboard,Pen - QWERTY - Wireless - Bluetooth - Magnetic - Black;
7679750;MST-VXZ-00001;MICROSOFT CORP;VXZ-00001;196388131778        ;62.5;44;$9,599.99;;$8,659.27;$8,563.27;MICROSOFT SURFACE HUB 3 50 IN TAA;MICROSOFT SURFACE HUB 3 50 IN TAA;
6349589;MST-8XB-00001;MICROSOFT CORP;8XB-00001;889842780468        ;1.4;3;$179.99;;$130.69;$130.69;Srfc Pro Sig Comm Black;Microsoft Surface Pro Signature Keyboard English Commercial Black (Alcantara) - Surface Pro 9,Surface Pro 8,Surface Pro X;
9752556;MST-Y8A-00001-3YR-SCR;MICROSOFT CORP;Y8A-00001-3YR-SCR;null;2.32;2100641;;;$2,644.11;$2,644.11;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 3YR ITG warranty and Smart Card reader integration;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 3YR ITG warranty and Smart Card reader integration;
9752557;MST-Y8A-00001-4YR-SCR;MICROSOFT CORP;Y8A-00001-4YR-SCR;null;2.32;2100641;;;$2,682.48;$2,682.48;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 4YR ITG warranty and Smart Card reader integration;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 4YR ITG warranty and Smart Card reader integration;
9752558;MST-Y8A-00001-5YR-SCR;MICROSOFT CORP;Y8A-00001-5YR-SCR;null;2.32;2100641;;;$2,815.58;$2,815.58;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 5YR ITG warranty and Smart Card reader integration;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 5YR ITG warranty and Smart Card reader integration;
9752559;MST-Y8A-00001-3YR-ADP-SCR;MICROSOFT CORP;Y8A-00001-3YR-ADP-SCR;null;2.32;2100650;;;$2,695.54;$2,695.54;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;Surface Pro 10 Ultra7/64GB/1TB TAA Platinum with 3YR ADP ITG warranty and Smart Card Reader integration;
7679755;MST-XIG-00001;MICROSOFT CORP;XIG-00001;196388171910        ;2.25;22;$919.99;;$861.13;$833.53;MST Surface Go 4 N200/8/256Win11 Commercial Platinum;Microsoft Surface Go 4 Commercial - Intel N-series N200 Quad-Core 3.7GHz - 10.5Inch Touch 1920 x 1280 - LPDDR5 8GB - 256GB - Intel UHD Graphic - Power Supply 24Watt IEEE 802.11 ax, Bluetooth 5.1 - Platinum - Microsoft Windows 11 Professional;
9646572;MST-ZIP-00019;MICROSOFT CORP;ZIP-00019;196388333363        ;3.3;121;$1,799.99;;$1,555.20;$1,465.20;Pro 11 Elite/16/1TB Black (Qualcomm/Snapdragon);Microsoft Surface Pro 11 Elite/16/1TB US/Canada Comm Black;
9188620;MST-ZLW-00001;MICROSOFT CORP;ZLW-00001;196388276462        ;5.65;1;$2,999.99;;$2,684.58;$2,474.58;MST Surface Laptop 6 15inI7/64/1TB Black;Microsoft Surface Laptop 6 15in Ultra7/64/1TB CM SC English Black US/Canada 1 License;
14412634;MST-EP2-33237;MICROSOFT CORP;EP2-33237;196388546251        ;5.35;81;$1,799.99;;$1,651.06;$1,561.06;MST Surface Laptop 7 15in Intel CU5/16/512 CM Win11 Black;Microsoft Surface Laptop 7 15in Intel  CU5/16/512 CM SC English Win11 Black United States 1 License;
8890629;MST-CIB-00001;MICROSOFT CORP;CIB-00001;889842822304        ;0.957;1;$359.99;;$335.32;$335.32;SrfLptp 4 & 5 13inA/BCvrCRU WW Hdwr Commercial Black Exchange CRU Refurb;SrfLptp 4 & 5 13inA/BCvrCRU WW Hdwr Commercial Black Exchange CRU Refurb;
9188622;MST-J61-00001;MICROSOFT CORP;J61-00001;196388337613        ;0.249;12;$14.99;;$13.21;$13.21;Microsoft Surface Adaptive Mouse Tail Thumb Commercial Black;Microsoft Surface Adaptive Mouse Tail Thumb Commercial Black;
6342627;MSF-P73-08441;MICROSOFT;P73-08441;889842771015        ;0.1;4;;;$208.44;$208.44;WINDOWS SVR STD 2022 ENGLISH 1PKDSP OEI 4CR NOMEDIA/NOKEY(POSONLY)ADDLIC;Windows Svr Std 2022 English 1pkDSP OEI 4Cr NoMedia/NoKey(POSOnly)AddLic;
9188610;MST-ZLP-00026;MICROSOFT CORP;ZLP-00026;196388270880        ;5.65;140;$1,899.99;;$1,700.23;$1,567.23;MST Surface Laptop 6 15inI7/16/256 Platinum;Microsoft Surface Laptop 6 15in Ultra7/16/256 CM SC English Platinum US/Canada 1 License;
9188638;MST-ZDX-00001;MICROSOFT CORP;ZDX-00001;196388257713        ;3.3;87;$1,999.99;;$1,789.72;$1,649.72;Pro 10 I7/16/1TB  Platinum;Microsoft Surface Pro 10 Ultra7/16/1TB CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
14213451;MST-EP2-17624-3YR-SCR;MICROSOFT CORP;EP2-17624-3YR-SCR;null;4.299;2100653;$2,372.29;;$1,836.43;$1,836.43;MST Surface Pro 10 5G Ultra5/16/256 Platinum TAA 3YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 5/16/256 Platinum TAA SCR bundle with 3YR ITG warranty and Smart Card Reader Integration;
9188633;MST-ZDV-00019;MICROSOFT CORP;ZDV-00019;196388258567        ;3.35;371;$1,699.99;;$1,521.26;$1,402.26;Pro 10 I7/16/256 Black;Microsoft Surface Pro 10 Ultra7/16/256 CM SC English,Canadian French,Spanish Black US/Canada 1 License;
9188628;MST-ZLB-00001;MICROSOFT CORP;ZLB-00001;196388270163        ;5.6;2;$1,399.99;;$1,281.60;$1,183.60;MST Surface Laptop 6 15inI5/8/256 S Black;Microsoft Surface Laptop 6 15in Ultra5/8/256 CM SC English Black US/Canada 1 License;
9188630;MST-ZDW-00019;MICROSOFT CORP;ZDW-00019;196388258734        ;3.25;313;$1,799.99;;$1,610.74;$1,484.74;Pro 10 I7/16/512 Black;Microsoft Surface Pro 10 Ultra7/16/512 CM SC English,Canadian French,Spanish Black US/Canada 1 License;
9188631;MST-ZEA-00001;MICROSOFT CORP;ZEA-00001;196388258390        ;3.25;8;$2,799.99;;$2,505.61;$2,309.61;Pro 10 I7/64/1TB Platinum;Microsoft Surface Pro 10 Ultra7/64/1TB CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
9188653;MST-ZDV-00001;MICROSOFT CORP;ZDV-00001;196388257379        ;3.25;1234;$1,699.99;;$1,521.26;$1,402.26;Pro 10 I7/16/256 Platinum;Microsoft Surface Pro 10 Ultra7/16/256 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
9188648;MST-J89-00001;MICROSOFT CORP;J89-00001;196388337071        ;3;7;$59.99;;$52.86;$52.86;Microsoft  Adaptive Joystick Button Comm;Microsoft  Adaptive Joystick Button Comm EN/XC/XD/XX Black US/Canada 1 License;
14412671;MST-EP2-20077;MICROSOFT CORP;EP2-20077;196388444564        ;3.3;243;$2,499.99;;$2,237.15;$2,112.15;Pro 11 13in Intel CU7/32/1T CM SC Platinum;Microsoft Pro 11 13in Intel CU7/32/1T CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
6342597;MSF-R18-06430;MICROSOFT;R18-06430;889842771558        ;0.1;3;;;$157.36;$157.36;WINDOWS SERVER CAL 2022 ENGLISH 1PK DSP OEI 5 CLT DEVICE CAL;Windows Server CAL 2022 English 1pk DSP OEI 5 Clt Device CAL;
14213501;MST-EP2-17627-3YR-SCR;MICROSOFT CORP;EP2-17627-3YR-SCR;null;4.299;2088701;$3,072.89;;$2,391.00;$2,391.00;MST Surface Pro 10 5G Ultra7/32/512 Platinum TAA 3YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/32/512 Platinum TAA SCR bundle with 3YR ITG warranty and Smart Card Reader Integration;
14412670;MST-EP2-20247;MICROSOFT CORP;EP2-20247;196388446162        ;3.3;361;$1,899.99;;$1,700.23;$1,605.23;Pro 11 13in Intel CU7/16/512 CM SC Platinum;Microsoft Pro 11 13in Intel CU7/16/512 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
14213502;MST-EP2-17627-4YR-SCR;MICROSOFT CORP;EP2-17627-4YR-SCR;null;4.299;2088701;$3,416.61;;$2,428.75;$2,428.75;MST Surface Pro 10 5G Ultra7/32/512 Platinum TAA 4YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/32/512 Platinum TAA SCR bundle with 4YR ITG warranty and Smart Card Reader Integration;
14412669;MST-EP2-20230;MICROSOFT CORP;EP2-20230;196388446001        ;2.85;392;$1,899.99;;$1,700.23;$1,605.23;Pro 11 13in Intel CU7/16/512 CM SC Black;Microsoft Pro 11 13in Intel CU7/16/512 CM SC English,Canadian French,Spanish Black US/Canada 1 License;
14213503;MST-EP2-17627-5YR-SCR;MICROSOFT CORP;EP2-17627-5YR-SCR;null;4.299;2088701;$3,720.55;;$2,561.85;$2,561.85;MST Surface Pro 10 5G Ultra7/32/512 Platinum TAA 5YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 7/32/512 Platinum TAA SCR bundle with 5YR ITG warranty and Smart Card Reader Integration;
14412668;MST-EP2-20213;MICROSOFT CORP;EP2-20213;196388445844        ;2.85;1357;$1,799.99;;$1,610.74;$1,520.74;Pro 11 13in Intel CU7/16/256 CM SC Platinum;Microsoft Pro 11 13in Intel CU7/16/256 CM SC English,Canadian French,Spanish Platinum US/Canada 1 License;
6342600;MSF-R18-06448;MICROSOFT;R18-06448;889842771732        ;0.05;1;;;$44.72;$44.72;WINDOWS SERVER CAL 2022 ENGLISH 1PK DSP OEI 1 CLT USER CAL;Windows Server CAL 2022 English 1pk DSP OEI 1 Clt User CAL;
14213488;MST-EP2-17624-5YR-SCR;MICROSOFT CORP;EP2-17624-5YR-SCR;null;4.299;2100653;$3,020.55;;$2,007.90;$2,007.90;MST Surface Pro 10 5G Ultra5/16/256 Platinum TAA 5YR SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 5/16/256 Platinum TAA SCR bundle with 5YR ITG warranty and Smart Card Reader Integration;
9188644;MST-ZJN-00001;MICROSOFT CORP;ZJN-00001;196388271634        ;4.77;1;$1,199.99;;$1,123.20;$1,039.20;MST Surface Laptop 6 13inI5/8/256 Platinum;Microsoft Surface Laptop 6 13in Ultra5/8/256 CM SC English Platinum US/Canada 1 License;
14213489;MST-EP2-17624-3YR-ADP-SCR;MICROSOFT CORP;EP2-17624-3YR-ADP-SCR;null;4.299;2100662;$2,422.29;;$1,887.86;$1,887.86;MST Surface Pro 10 5G Ultra5/16/256 Platinum TAA 3YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 5/16/256 Platinum TAA SCR bundle with 3YR ADP ITG warranty and Smart Card Reader Integration;
9188645;MST-J81-00001;MICROSOFT CORP;J81-00001;196388336999        ;0.291;4;$59.99;;$52.86;$52.86;Microsoft Surface Adaptive Dual Button Commercial Black;Microsoft Surface Adaptive Dual Button Commercial Black;
14213490;MST-EP2-17624-4YR-ADP-SCR;MICROSOFT CORP;EP2-17624-4YR-ADP-SCR;null;4.299;2100662;$2,816.61;;$1,977.66;$1,977.66;MST Surface Pro 10 5G Ultra5/16/256 Platinum TAA 4YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 5/16/256 Platinum TAA SCR bundle with 4YR ADP ITG warranty and Smart Card Reader Integration;
6342603;MSF-R18-06466;MICROSOFT;R18-06466;889842771916        ;0.1;28;;;$206.35;$206.35;WINDOWS SERVER CAL 2022 ENGLISH 1PK DSP OEI 5 CLT USER CAL;Windows Server CAL 2022 English 1pk DSP OEI 5 Clt User CAL;
14213491;MST-EP2-17624-5YR-ADP-SCR;MICROSOFT CORP;EP2-17624-5YR-ADP-SCR;null;4.299;2100662;$3,120.55;;$2,110.76;$2,110.76;MST Surface Pro 10 5G Ultra5/16/256 Platinum TAA 5YR ADP SCR Bundle;Microsoft Surface Pro 10 5G Intel Ultra 5/16/256 Platinum TAA SCR bundle with 5YR ADP ITG warranty and Smart Card Reader Integration;
8890668;MST-8LT-00004;MICROSOFT CORP;8LT-00004;889842836264        ;0.25;4;$51.99;;$22.63;$22.63;Microsoft Surface rSSD 128GB ProX SQ1 WW Hdwr Commercial Exchange CRU Refurb;Microsoft Surface rSSD 128GB ProX SQ1 WW Hdwr Commercial Exchange CRU Refurb;
